инструмент	актуальная_ссылка	запасная_копия	копий
arangodb-7li	https://github.com/bogadofernando/arangodb-7li	—	1
arbidex	https://github.com/dulvinsipsara/ArbiDex	—	1
arbitrum-dapp-skill	https://github.com/longtengsiha/arbitrum-dapp-skill	—	1
arc	https://github.com/Intrusive-justice55/arc	—	1
arc-testnet	https://github.com/Kimberlynbaldfaced236/Arc-Testnet	—	1
arcadia	https://github.com/botTsunami/arcadia	—	1
arcana	https://github.com/syed-sadiq-hussaini/Arcana	—	1
arch-technologies-datascience_internship-task1	https://github.com/tkbear3/Arch-Technologies-DataScience_Internship-TASK1	—	1
arch-technologies-datascience_internship-task3	https://github.com/MIYUYYYT/Arch-Technologies-DataScience_Internship-TASK3	—	1
arche	https://github.com/harshavardhan1516/arche	—	1
archinstall	https://github.com/Drakob6710/archinstall	—	1
archive-book-liberator	https://github.com/isfendi2021/archive-book-liberator	—	1
archivist-project-denoiser	https://github.com/rifkialmahdi/Archivist-Project-Denoiser	—	1
archlinux-wallpapers	https://github.com/said112233/archlinux-wallpapers	—	1
arcpass	https://github.com/zorddddsd/ArcPass	—	1
arcraiderfpsboosterforgithub2026	https://github.com/Dutyfree-embroiderystitch433/ArcRaiderFPSBoosterForGitHub2026	—	1
arcraiders-fps-booster-2025-2026	https://github.com/skakbar963-arch/ArcRaiders-FPS-Booster-2025-2026	—	1
arduino-joystick-and-servo-control	https://github.com/xFoXuSx/Arduino-joystick-and-servo-control	—	1
arduino-projects	https://github.com/habibhassansehani/Arduino-Projects	—	1
area-circle-finder	https://github.com/khaizrishal/area-circle-finder	—	1
areana-breakout-wildwave-cheat	https://github.com/ian3P2-PCI/Areana-Breakout-Wildwave-Cheat	—	1
argento-stores---premium-cosmetics-e-commerce-website	https://github.com/AlbertoJAMA/Argento-Stores---Premium-Cosmetics-E-commerce-Website	—	1
argo-suoha	https://github.com/Virus2432/Argo-suoha	—	1
argon-v	https://github.com/sadbacon132/argon-v	—	1
argus	https://github.com/ILikeThaiFood/argus	—	1
argus-mcp	https://github.com/dykeruv/argus-mcp	—	1
argyph	https://github.com/Denithenar327/Argyph	—	1
aria-v-7.1	https://github.com/GamerX3560/Aria-V-7.1	—	1
aria.x	https://github.com/flowerless-kobukvalleynationalpark757/Aria.X	—	1
arikernel	https://github.com/freepolice-20/arikernel	—	1
aris-in-ai-offer	https://github.com/narsinghlaga124/ARIS-in-AI-Offer	—	1
arish-mhrjn	https://github.com/arish-mhrjn/arish-mhrjn	—	1
ark-raiders-fps-optimizer	https://github.com/nabilasafirahamdani/ARK-Raiders-FPS-Optimizer	—	1
arkaih.github.io	https://github.com/arkaih/arkaih.github.io	—	1
arkavo-node	https://github.com/shravan-hub/arkavo-node	—	1
arksurvivalevolved-tribemastertoolkit	https://github.com/360cuenta/ARKSurvivalEvolved-TribemasterToolkit	—	1
armenian-video-dubbing	https://github.com/Breadad4702/armenian-video-dubbing	—	1
armsx2-compat	https://github.com/FeelipeRibeiro/ARMSX2-compat	—	1
arogyadesk	https://github.com/Anderso6518/ArogyaDesk	—	1
arogyavatika	https://github.com/kaungmyatsan565/ArogyaVatika	—	1
arr-client	https://github.com/Motta1998/arr-client	—	1
array-base-scatter-filled	https://github.com/Atom3dx/array-base-scatter-filled	—	1
arraylist	https://github.com/Hung27091/ArrayList	—	1
arrsuite-guide	https://github.com/Aldemirps/ArrSuite-Guide	—	1
artefex	https://github.com/Dullnessnewport525/artefex	—	1
artek-homepage	https://github.com/Ahop15/artek-homepage	—	1
artuniverse	https://github.com/Bugfux1979/artuniverse	—	1
arxiv-agent	https://github.com/azizkode/ArXiv-Agent	—	1
arxiv-astrobiology-nlp	https://github.com/typeshi215/arxiv-astrobiology-nlp	—	1
asc-screenshots	https://github.com/Trichloraceticacidpitchedbattle11/asc-screenshots	—	1
asc-timetables-no-trial	https://github.com/Jj77282/aSc-Timetables-No-Trial	—	1
asciitheme	https://github.com/sameer2020194/AsciiTheme	—	1
aseprite-mcp-pro	https://github.com/Pand8266/aseprite-mcp-pro	—	1
aseprite-pixel-art-editor-animated-sprites-creator-for-windows	https://github.com/Legislative-combineddnaindexsystem500/Aseprite-Pixel-Art-Editor-Animated-Sprites-Creator-for-Windows	—	1
aseptr-rest-api	https://github.com/CYRIKT/Aseptr-rest-API	—	1
ases-ai-scrum-system	https://github.com/imagin5786/ases-ai-scrum-system	—	1
asg	https://github.com/ayaanmohs/asg	—	1
ash-kechaum	https://github.com/SabbyMakerHub/ash-kechaum	—	1
ashampoo-movie-studio-pro-working	https://github.com/CachorroLoko07/Ashampoo-Movie-Studio-Pro-Working	—	1
asherfn.github.io	https://github.com/AsherFn/asherfn.github.io	—	1
ask-human-mcp	https://github.com/hoang2010-jnp/ask-human-mcp	—	1
askproof-skill	https://github.com/recollective-genuseptatretus377/askproof-skill	—	1
asl-sign-recognition	https://github.com/Isnarjr/ASL-Sign-Recognition	—	1
asm-lessons	https://github.com/CSophanith/asm-lessons	—	1
asmice	https://github.com/Carmelunmined804/asmice	—	1
asoplay	https://github.com/Ironputtycreditworthiness366/asoplay	—	1
asp.netcore-fundamentals	https://github.com/149413/Asp.NetCore-Fundamentals	—	1
aspnetcore-data-access_entity-framework-core_course-luisdev-part-1_dotnet-8_csharp-12	https://github.com/marioclaropo/aspnetcore-data-access_entity-framework-core_course-luisdev-part-1_dotnet-8_csharp-12	—	1
aspnetcore-unit-testing_course-luisdev-part-2_dotnet-8_csharp-12	https://github.com/leesunting/aspnetcore-unit-testing_course-luisdev-part-2_dotnet-8_csharp-12	—	1
aspx_webshell_coffloader	https://github.com/FFR31MMRDyukikaze/ASPX_WebShell_COFFLoader	—	1
assasin-creed-shadows	https://github.com/mardecilnonp568/Assasin-Creed-Shadows	—	1
assembly-reverse-engineering	https://github.com/senaMizo/assembly-reverse-engineering	—	1
assert-is-equal-date-object	https://github.com/xAbakush/assert-is-equal-date-object	—	1
asset-atlas	https://github.com/Unpompous-genusarmillariella795/asset-atlas	—	1
asset-recovery-tool	https://github.com/repirate/asset-recovery-tool	—	1
assetripper-cli	https://github.com/luigi1973/AssetRipper-CLI	—	1
assets	https://github.com/AussieONZaza/assets	https://github.com/Benkku25/assets	5
assignment	https://github.com/Smoothnessjasper187/Assignment	https://github.com/arpan02/assignment	3
assignment-1	https://github.com/Junayedahmedd/assignment-1	—	1
assignment-2	https://github.com/Junayedahmedd/assignment-2	—	1
assslapbattle	https://github.com/wndaalol/AssSlapBattle	—	1
aster	https://github.com/GInHaise/Aster	—	1
asterdex-mcp-server	https://github.com/Excaliber9271/asterdex-mcp-server	—	1
asterisk	https://github.com/edwindoremi/Asterisk	—	1
asteroids-game	https://github.com/Fabianojose/Asteroids-Game	—	1
astro-cloudflare-template	https://github.com/fibreoptic-people44/astro-cloudflare-template	—	1
astro-preact-typescript-tailwind-boilerplate	https://github.com/manishrathore12/astro-preact-typescript-tailwind-boilerplate	—	1
astro-pu	https://github.com/Soufiane20032003/astro-pu	—	1
asus-rog-aml-deep-dive	https://github.com/Sebs69/Asus-ROG-Aml-Deep-Dive	—	1
asv-autonomous-docking-and-path-tracking	https://github.com/Nzwili/asv-autonomous-docking-and-path-tracking	—	1
async-agentic-tools	https://github.com/psrtech/async-agentic-tools	—	1
atbench	https://github.com/bright-teaser3082/ATbench	—	1
aterm	https://github.com/MASHJJS/aTerm	—	1
athenaeum	https://github.com/Junior81195/athenaeum	—	1
atl.sh	https://github.com/Billiespirited714/atl.sh	—	1
atlantis-word-processor-latest-patch	https://github.com/ellaestrera2510/Atlantis-Word-Processor-Latest-Patch	—	1
atlas	https://github.com/k3vin993/ATLAS	—	1
atlas-gic	https://github.com/erenceylan16/atlas-gic	—	1
atlas-returns-for-woocommerce	https://github.com/sfddsfdsfw/atlas-returns-for-woocommerce	—	1
atlas-sub	https://github.com/shitosama/atlas-sub	—	1
atlas.ed	https://github.com/souwevers6337/atlas.ed	—	1
atlas.grave	https://github.com/aymantaleb38/atlas.grave	—	1
atlyss-cheats	https://github.com/RazvaN777/Atlyss-Cheats	—	1
atmega328p_ssd1306_driver	https://github.com/Desstroyerrr/ATmega328P_SSD1306_Driver	—	1
atom-ui	https://github.com/Dezmuz93/ATOM-UI	—	1
atommind	https://github.com/Lyrixtah/AtomMind	—	1
atoqu	https://github.com/kiuninho/atoqu	—	1
ats-optimized-resume-agent-skill	https://github.com/Quick-irritablebowelsyndrome2047/ats-optimized-resume-agent-skill	—	1
attd-tracer-qbdi	https://github.com/youssefabd0/attd-tracer-qbdi	—	1
attempt	https://github.com/sultanrashid40/attempt	—	1
attn_res	https://github.com/overproud-amenorrhea467/attn_res	—	1
attorney-directory-scraper	https://github.com/oebeledrijfhout/attorney-directory-scraper	—	1
attribute-forecasting-system	https://github.com/rith-wik/attribute-forecasting-system	—	1
auction-app-data-processing_aws-pipeline	https://github.com/ArgyaSR/Auction-App-Data-Processing_AWS-Pipeline	—	1
audible-book-recommender-system-streamlit	https://github.com/elchorly00/audible-book-recommender-system-streamlit	—	1
audio-amplifier-pro-no-trial	https://github.com/VOIDeMPTY123/Audio-Amplifier-Pro-No-Trial	—	1
audio-annotation-platform	https://github.com/helanzhiyi/audio-annotation-platform	—	1
audio-book	https://github.com/DhanushBK-max/AUDIO-BOOK	—	1
audio-dev-workstation	https://github.com/hasansaifulrijal/audio-dev-workstation	—	1
audio-gain-module-fpga	https://github.com/rjtsuri1000/Audio-Gain-Module-FPGA	—	1
audio-reactive-visualizer-p5-javascript	https://github.com/regularizationdesmidiaceae201/audio-reactive-visualizer-p5-javascript	—	1
audioauditor	https://github.com/viktor820/AudioAuditor	—	1
audioeditorkit	https://github.com/RushiRuns/AudioEditorKit	—	1
audioswitcher	https://github.com/Ambar9926/AudioSwitcher	—	1
audit-assistant-playbook	https://github.com/addin10/audit-assistant-playbook	—	1
audit-core	https://github.com/wtorreshome/audit-core	—	1
audit-evidence-pack-assembler	https://github.com/195410211/audit-evidence-pack-assembler	—	1
augment-byok	https://github.com/seek122/Augment-BYOK	—	1
auhikari-802.1x	https://github.com/zeeldabhi24/AUhikari-802.1x	—	1
aulalibre	https://github.com/loqganesh-hue/aulalibre	—	1
aulaslingprogads	https://github.com/Lamotesti11/AulasLingProgADS	—	1
aulite	https://github.com/ra7701/aulite	—	1
aumc_guidevr_srs	https://github.com/Dilantha99/AUMC_GuideVR_SRS	—	1
aura	https://github.com/fafarras22/Aura	—	1
aura-ai-landingpage	https://github.com/xnajaf/Aura-AI-LandingPage	—	1
aura_agi	https://github.com/idkhurry/Aura_AGI	—	1
aurasdk	https://github.com/Dezz05/AuraSDK	—	1
aurogen	https://github.com/maomaoguo89-star/Aurogen	—	1
aurora	https://github.com/Lusterless-zerotolerance898/Aurora	—	1
aurora-dx-dmhuisma	https://github.com/kouroshkhan50/aurora-dx-dmhuisma	—	1
aurora-windmill	https://github.com/filmy6584/aurora-windmill	—	1
aurral	https://github.com/ShubhamJadhav72/aurral	—	1
auslogics-file-recovery-pro-free	https://github.com/knil1374/Auslogics-File-Recovery-Pro-Free	—	1
authcrack-v8	https://github.com/Gamevoid2366/AuthCrack-v8	—	1
authentication-system	https://github.com/Denys200021/Authentication-system	—	1
authentik-self-hosted	https://github.com/kmrans/authentik-self-hosted	—	1
authn-authz-playground	https://github.com/rajdadhome3165/authn-authz-playground	—	1
autism_companian_gen-ai_project_kaggle	https://github.com/VOIDBFD/Autism_Companian_Gen-Ai_Project_Kaggle	—	1
auto-bash-to-bin	https://github.com/gabrielagung/auto-bash-to-bin	—	1
auto-cad-2025	https://github.com/Wemode-Whisper-Unlock/auto-cad-2025	—	1
auto-claimer	https://github.com/Fearchrist5577/Auto-claimer	—	1
auto-co-meta	https://github.com/NewAbra/auto-co-meta	—	1
auto-commit	https://github.com/Jay3x/auto-commit	—	1
auto-complete	https://github.com/Sandeep0bhh/auto-complete	—	1
auto-pause-bluetooth-audio-windows	https://github.com/Marseillesmandate157/auto-pause-bluetooth-audio-windows	—	1
auto-re-agent	https://github.com/meyz664K/auto-re-agent	—	1
auto-repo-mh6h6y55-21	https://github.com/raphae7599/auto-repo-mh6h6y55-21	—	1
auto-repo-mh6h6y55-3	https://github.com/bibalka25-star/auto-repo-mh6h6y55-3	—	1
auto-stress-calm	https://github.com/Pranay1012904/Auto-Stress-Calm	—	1
auto-vod-trimmer	https://github.com/Paula-gracelightduty444/Auto-Vod-Trimmer	—	1
auto_coursegrabber	https://github.com/Zth-en/Auto_courseGrabber	—	1
auto_cythonizer_tests	https://github.com/arigotek/auto_cythonizer_tests	—	1
autoagent	https://github.com/ahmadashraff/autoagent	—	1
autocoder	https://github.com/alizasentimental514/AutoCoder	—	1
autocut	https://github.com/Sleepless-rollback437/autocut	—	1
autoforge	https://github.com/Vasilisharp444/AutoForge	—	1
autogod	https://github.com/Ronit0p/AutoGod	—	1
autograv	https://github.com/deva7518/autograv	—	1
autohotkey	https://github.com/hichaocau123/AutoHotkey	—	1
autoimport	https://github.com/Sundarlalji/autoimport	—	1
autoimprove-cc	https://github.com/Nikkiunitary185/autoimprove-cc	—	1
autokernel	https://github.com/Teascented-swimmingstroke954/autokernel	—	1
autoloop	https://github.com/concettinaprofitable685/AutoLoop	—	1
automata	https://github.com/Izzyad984/automata	—	1
automate-faceless-content	https://github.com/markrocky618/automate-faceless-content	—	1
automated-detection-and-identification-of-missing-person-using-ai	https://github.com/Janani1625/Automated-Detection-and-Identification-of-Missing-Person-using-AI	—	1
automated_plan_reviser_pro	https://github.com/JoseSantoslv/automated_plan_reviser_pro	—	1
automatic-melanoma-detection-using-hybrid-features-and-machine-learning-models	https://github.com/nabeelhayder/Automatic-Melanoma-Detection-using-Hybrid-Features-and-Machine-Learning-Models	—	1
automation-frameworks-catalog	https://github.com/LucakovaM/automation-frameworks-catalog	—	1
automation-tools-scheduler-growth	https://github.com/SDLOL/automation-tools-scheduler-growth	—	1
autonome-framework	https://github.com/Tonser974/autonome-framework	—	1
autonomix	https://github.com/hackerass31-design/Autonomix	—	1
autonomous-ai-agent	https://github.com/ChhunT17/Autonomous-AI-Agent	—	1
autopasscrack	https://github.com/Shaktiigrover/AutoPassCrack	—	1
autopeer_website	https://github.com/Ugyibhovi563367/AutoPeer_Website	—	1
autopentestx	https://github.com/tiagoalfaro2006/AutoPentestX	—	1
autoprober	https://github.com/Empty-democritus307/AutoProber	—	1
autoredact	https://github.com/romelancheta/AutoRedact	—	1
autoresearch-crypto	https://github.com/lorgnettelicentiate468/autoresearch-crypto	—	1
autoresearch-genealogy	https://github.com/Elvinmystical21/autoresearch-genealogy	—	1
autoresearch-openclaw	https://github.com/cinthia26447/autoresearch-openclaw	—	1
autoscout24-germany-deutschland-scraper	https://github.com/Uj005/autoscout24-germany-deutschland-scraper	—	1
autoselll	https://github.com/santiagofavero/Autoselll	—	1
autosteer	https://github.com/apothegmatic-whiskfern276/autosteer	—	1
autoswap-plumev2	https://github.com/HungChoo/Autoswap-plumeV2	—	1
avast-internet-security-activated	https://github.com/Sakthi366/Avast-Internet-Security-Activated	—	1
avataaars-generator-using-react-js	https://github.com/hunter09kd/Avataaars-Generator-using-React-js	—	1
avatar-pipeline	https://github.com/Chewg8067/avatar-pipeline	—	1
avianinsight	https://github.com/dsgmlg-png/avianinsight	—	1
avurna-ai	https://github.com/Bancroftencouraging198/avurna-ai	—	1
awaitter-lite	https://github.com/Mario3902/awaitter-lite	—	1
awakendune_gamegenie	https://github.com/Ivanzavarcev/AwakenDune_GameGenie	—	1
awareness-local	https://github.com/okeidontlike/Awareness-Local	—	1
awesome-agenda	https://github.com/titoxavierfernandes/awesome-agenda	—	1
awesome-agent-memory	https://github.com/not-a-skid/Awesome-Agent-Memory	—	1
awesome-agent-security	https://github.com/nephritispeepshow717/awesome-agent-security	—	1
awesome-ai-agent-skills	https://github.com/h4vzz/awesome-ai-agent-skills	—	1
awesome-ai-agent-testing	https://github.com/Samuray49/awesome-ai-agent-testing	—	1
awesome-ai-extensions	https://github.com/hamdadi3367/awesome-ai-extensions	—	1
awesome-ai-friendly-cli	https://github.com/dessert9431/awesome-ai-friendly-cli	—	1
awesome-ai-handbook	https://github.com/halfbound-rim9820/awesome-ai-handbook	—	1
awesome-ai-pulse-georgia	https://github.com/montycongolese277/awesome-ai-pulse-georgia	—	1
awesome-ai-sandbox	https://github.com/Demon230/awesome-AI-sandbox	—	1
awesome-ai-tools	https://github.com/foodman1227/awesome-ai-tools	https://github.com/puissant-familypsilophytaceae582/awesome-ai-tools	2
awesome-ai-ugc-video-prompts	https://github.com/wassaillowerlimit6418/awesome-ai-ugc-video-prompts	—	1
awesome-auto-research-tools	https://github.com/wr1911885-jpg/Awesome-Auto-Research-Tools	—	1
awesome-autonomous-drone-racing	https://github.com/juanin9898/awesome-autonomous-drone-racing	—	1
awesome-battery-data	https://github.com/nikamhritik/awesome-battery-data	—	1
awesome-cc-oss	https://github.com/Neilletight39/awesome-cc-oss	—	1
awesome-channel-foundation-models	https://github.com/marciojo4080/Awesome-Channel-Foundation-Models	—	1
awesome-claude-code	https://github.com/Lucys924/awesome-claude-code	—	1
awesome-claude-code-plugins	https://github.com/xbim08/awesome-claude-code-plugins	—	1
awesome-claude-code-security	https://github.com/Basketmakerfaitaccompli622/awesome-claude-code-security	—	1
awesome-claude-design	https://github.com/alfonsosagacious5877/awesome-claude-design	—	1
awesome-claude-skills	https://github.com/Mann1988/awesome-claude-skills	https://github.com/shajith003/awesome-claude-skills	2
awesome-claudecode-paper-proofreading	https://github.com/reviewtaipei284/awesome-claudecode-paper-proofreading	—	1
awesome-copilot	https://github.com/sEbas12312nft/awesome-copilot	—	1
awesome-copilot-cowork-skills	https://github.com/Yugpat1835/awesome-copilot-cowork-skills	—	1
awesome-dev-utilities	https://github.com/A7medAbde7hamed/awesome-dev-utilities	—	1
awesome-developer-apis	https://github.com/efecanyldz/awesome-developer-apis	—	1
awesome-distillhub-persona-skills	https://github.com/angeliuu/awesome-distillhub-persona-skills	—	1
awesome-dotnet	https://github.com/WijewardhanaGayashi/awesome-dotnet	—	1
awesome-edu-deals	https://github.com/wici123/awesome-edu-deals	—	1
awesome-europe	https://github.com/xthiyanx-ship-it/awesome-europe	—	1
awesome-faceless	https://github.com/Ben-jilo/awesome-faceless	—	1
awesome-free-movies	https://github.com/elpit0grande/awesome-free-movies	—	1
awesome-frontend-skills	https://github.com/Gak6900/awesome-frontend-skills	—	1
awesome-gdg-gde	https://github.com/aminzerouga3-crypto/awesome-gdg-gde	—	1
awesome-gear-protocol	https://github.com/rodrigorodriguezilustra/awesome-gear-protocol	—	1
awesome-github-readme-tools	https://github.com/gacoon/awesome-github-readme-tools	—	1
awesome-harness-engineering	https://github.com/115th-discomfited211/Awesome-Harness-Engineering	https://github.com/fastbeast2023-netizen/awesome-harness-engineering	2
awesome-human-activity-recognition	https://github.com/urceolate-genusophioglossum435/awesome-human-activity-recognition	—	1
awesome-idtech4	https://github.com/ablactationscent13/awesome-idtech4	—	1
awesome-image-generation	https://github.com/yassine3010/awesome-image-generation	—	1
awesome-ioai-tasks	https://github.com/Nestor53top/awesome-ioai-tasks	—	1
awesome-kafka-resources	https://github.com/moienmike/awesome-kafka-resources	—	1
awesome-lark-bots	https://github.com/umarqadri345/awesome-lark-bots	—	1
awesome-llm-prompts	https://github.com/benja0191928/awesome-llm-prompts	—	1
awesome-llm-reasoning-papers	https://github.com/Oznake/Awesome-LLM-reasoning-papers	—	1
awesome-mbp-for-developers	https://github.com/top4top4/awesome-mbp-for-developers	—	1
awesome-openclaw	https://github.com/lemurhacep/awesome-openclaw	https://github.com/qboosttt/awesome-openclaw	2
awesome-persona-distill-skills	https://github.com/Jolyjumbo536/awesome-persona-distill-skills	—	1
awesome-poe-smarthome	https://github.com/warden870/awesome-poe-smarthome	—	1
awesome-shortcuts	https://github.com/QuesoVfx/awesome-shortcuts	—	1
awesome-skills	https://github.com/Maxivisual883/awesome-skills	—	1
awesome-telegram-bots	https://github.com/Charles2000-15/awesome-telegram-bots	—	1
awesome-terminal-for-ai	https://github.com/RPSandyGaming/awesome-terminal-for-ai	—	1
awesome-trending-repos	https://github.com/chromatic-sac309/awesome-trending-repos	—	1
awesome-value-investing	https://github.com/indu58/awesome-value-investing	—	1
awesome-vector-search	https://github.com/kirill2911/awesome-vector-search	—	1
awesome-video-forcing	https://github.com/Iamsage001/awesome-video-forcing	—	1
awesome-vla-study	https://github.com/apsars/awesome-vla-study	—	1
awesome-world-models	https://github.com/enochochieng/Awesome-World-Models	—	1
aws--mls-c01--studypack	https://github.com/kiran-saikia/AWS--MLS-C01--studypack	—	1
aws-ai-cost-optimizer	https://github.com/namandon/aws-ai-cost-optimizer	—	1
aws-api-gateway-tools	https://github.com/Jaymarenad/aws-api-gateway-tools	—	1
aws-compliance-as-code	https://github.com/ailinanationalist604/aws-compliance-as-code	—	1
aws-ebs-snapshot-cleanup	https://github.com/nekomimiyu/aws-ebs-snapshot-cleanup	—	1
aws-email-sms-multi-tenant-backend	https://github.com/shahshahdab/aws-email-sms-multi-tenant-backend	—	1
aws-face-recognition	https://github.com/Saninmysore/aws-face-recognition	—	1
aws-javaspring-data-platform	https://github.com/0xsummerday/aws-javaspring-data-platform	—	1
aws-landing-zone	https://github.com/bilgy-watercraft652/aws-landing-zone	—	1
aws-lex-cloud-chatbot	https://github.com/chizzy04062003/AWS-Lex-Cloud-Chatbot	—	1
aws-lift-shift-migration	https://github.com/Algometryorphansite609/aws-lift-shift-migration	https://github.com/mark101221/aws-lift-shift-migration	2
aws-practice	https://github.com/spoonApple/aws-practice	—	1
aws-saa-c03-workshop-study-guide	https://github.com/Ie7ehs/AWS-SAA-C03-Workshop-Study-Guide	—	1
aws-security-best-practices	https://github.com/Spacewalkisostasy809/aws-security-best-practices	—	1
aws-security-scout	https://github.com/WileViking10/aws-security-scout	—	1
aws-serverless-api-backend	https://github.com/iuiu99/aws-serverless-api-backend	—	1
aws-serverless-elt-pipeline	https://github.com/raditpasy25/AWS-Serverless-ELT-Pipeline	—	1
aws-tally-backup-fsx-hybrid-architecture	https://github.com/relc112885/aws-tally-backup-fsx-hybrid-architecture	—	1
aws_analizer	https://github.com/Ullas98/AWS_Analizer	—	1
aws_learning	https://github.com/tokunwarsingh/aws_learning	—	1
awsbuildidreg	https://github.com/Phats8783/awsbuildidreg	—	1
awsf	https://github.com/Atlas21-432/awsf	—	1
axie-infinity	https://github.com/BurhanSaleem1961/Axie-Infinity	—	1
axie-infinity-bot-crypto-cheat-auto-farm-clicker-game-api-hack	https://github.com/atabey9860/Axie-Infinity-Bot-Crypto-Cheat-Auto-Farm-Clicker-Game-Api-Hack	—	1
axie-infinity-bot-crypto-cheat-auto-farm-clicker-game-api-hack-km	https://github.com/ulas6221/Axie-Infinity-Bot-Crypto-Cheat-Auto-Farm-Clicker-Game-Api-Hack-km	—	1
axiom	https://github.com/bigj2466/Axiom	—	1
axios-vulnerability-scan	https://github.com/Usama771035/Axios-Vulnerability-Scan	—	1
axios-with-proxies	https://github.com/abdullah7cv/Axios-with-proxies	—	1
axis	https://github.com/aryanssargiyas-rgb/Axis	—	1
axium	https://github.com/Arya-gg/Axium	—	1
axon	https://github.com/faizdafa26/axon	https://github.com/ounissi-meriem/axon	2
ayasya-wagw	https://github.com/Noone24633/ayasya-wagw	—	1
ayesha-portfolio	https://github.com/3trilla/ayesha-portfolio	—	1
aywson	https://github.com/zukakun-11/aywson	—	1
az-nlp-toolkit	https://github.com/jahdaganj00ki-netizen/az-nlp-toolkit	—	1
azirevpn-unlocked-premium-access	https://github.com/ahmed7409/azirevpn-unlocked-premium-access	—	1
azure-agentic-infraops	https://github.com/Iptysam/azure-agentic-infraops	—	1
azure-data-engineering-basic-to-advance	https://github.com/Houciene/Azure-Data-Engineering-Basic-To-Advance	—	1
azure-data-factory-and-databricks-end-to-end-project	https://github.com/techop9045/Azure-Data-Factory-and-Databricks-End-to-End-Project	—	1
azure-ml-pipeline	https://github.com/kasjan2137/azure-ml-pipeline	—	1
azure-monitoring-hub	https://github.com/margareteillfitting284/azure-monitoring-hub	—	1
azure-weather	https://github.com/kyriesuu/AZURE-Weather	—	1
azyaa--nextjs-e-commerce-fashion-demo	https://github.com/Ankit71292/Azyaa--Nextjs-E-Commerce-Fashion-Demo	—	1
b-n-source-thungphim	https://github.com/Guilherme213456/b-n-source-thungphim	—	1
b0zrx.github.io	https://github.com/B0zrx/b0zrx.github.io	—	1
baby-hawk-mantragenerator	https://github.com/elektromat433/Baby-Hawk-MantraGenerator	—	1
babysitarr	https://github.com/Semicircleefferent720/Babysitarr	—	1
bacalhau	https://github.com/renfuji12/bacalhau	—	1
backapp	https://github.com/Royer234/BackApp	—	1
backend-template	https://github.com/DrewFist/backend-template	—	1
backlink-pilot	https://github.com/Genzo2327/backlink-pilot	—	1
backtest-lab	https://github.com/srof8bp/backtest-lab	—	1
backtesting	https://github.com/Aseptic-melaguetapepper552/backtesting	—	1
backtesting-and-risk-not-in-var-rniv-using-python	https://github.com/NoSmile-Marty/Backtesting-And-Risk-Not-in-VaR-RNiV-using-Python	—	1
backup-linux	https://github.com/Anathi-C/Backup-Linux	—	1
badan-hukum	https://github.com/gopuatop100/badan-hukum	—	1
bagsfun-bundler-dbc	https://github.com/mohame524Z/bagsfun-bundler-dbc	—	1
bai-mind-8	https://github.com/Anbakatum/bai-Mind-8	—	1
baichuan-m1-14b	https://github.com/hadesxyzz/Baichuan-M1-14B	—	1
baileys	https://github.com/laykhinkhin/baileys	—	1
bakamusic	https://github.com/Ajaysid561/BakaMusic	—	1
balls-mode	https://github.com/camlingo237/balls-mode	—	1
bananan-shooter-hack-interna-	https://github.com/kasonsh2450/bananan-shooter-hack-interna-	—	1
bandexa	https://github.com/fanfan45/bandexa	—	1
bandicam-opti-pack	https://github.com/limrd/Bandicam-Opti-Pack	—	1
bangklotski	https://github.com/deka214/BanGKlotski	—	1
bangla-coding-interview-preparation	https://github.com/AiMsu/bangla-coding-interview-preparation	—	1
bank-network-in-cisco-packet-tracer	https://github.com/mango-jade/bank-network-in-cisco-packet-tracer	—	1
bank_soal	https://github.com/punkxuxu/bank_soal	—	1
banned-words	https://github.com/kristiencertain714/Banned-words	—	1
bannerhunter	https://github.com/lackogeb/BannerHunter	—	1
barcelona-accessibility-intelligence-system	https://github.com/LaudIt/barcelona-accessibility-intelligence-system	—	1
bardacle	https://github.com/KubaGD/bardacle	—	1
barksuckerbird	https://github.com/Familygeomyidaetauromachy404/BarkSuckerbird	—	1
bartender-en	https://github.com/Mohammeaaa/Bartender-EN	—	1
basalt	https://github.com/SKS-OP/basalt	—	1
base-hyprland	https://github.com/ali-maiga/base-hyprland	—	1
bash-gitaware	https://github.com/shiinseii/bash-gitaware	—	1
bash-ircd	https://github.com/sohailgerman/bash-ircd	—	1
basher	https://github.com/Nguyenson54X/basher	—	1
bashhound-ce	https://github.com/harveyboy9696/BashHound-CE	—	1
bass-academy-vision-mode-powered-by-bassai-2026-v2.3.5	https://github.com/nimsangsyangb/Bass-Academy-Vision-Mode-powered-by-BassAI-2026-v2.3.5	—	1
bastion	https://github.com/Deewhyrhythm/bastion	—	1
batch-project-scaffolds	https://github.com/davinjoeevano/batch-project-scaffolds	—	1
batch-transfer-tool	https://github.com/AHAWSX/batch-transfer-tool	—	1
batch_invariant_ops	https://github.com/Karmabhumi1/batch_invariant_ops	—	1
batchadministrator	https://github.com/daffaekaptra/BatchAdministrator	—	1
batchgenie	https://github.com/finn9633/BatchGenie	—	1
batchit	https://github.com/Burned-funeraldirector608/batchit	—	1
batcrack	https://github.com/chotu120/BatCrack	—	1
battlefield-2-project-reality-setup	https://github.com/daviepredatory192/Battlefield-2-Project-Reality-Setup	—	1
bazi-skill	https://github.com/catharinepalatial88/bazi-skill	—	1
